lens_type,stage,store_location,inventory_available,elapsed_hours,sla_hours,days_in_current_stage,breached
Single Vision,Packed,Durgapur,0,92,24,3,1
Bifocal,Production,Bangalore,0,30,48,5,1
Bifocal,Production,Durgapur,0,79,48,1,1
Single Vision,Prescription Verified,Durgapur,0,16,24,1,1
Single Vision,Order Placed,Durgapur,1,66,24,3,1
Progressive,Order Placed,Kolkata,1,83,72,5,1
Bifocal,Production,Mumbai,1,39,48,2,1
Bifocal,Production,Mumbai,0,37,48,3,1
Single Vision,Packed,Delhi,0,16,24,0,1
Progressive,Packed,Kolkata,1,47,72,1,0
Progressive,Prescription Verified,Durgapur,0,3,72,2,0
Bifocal,Order Placed,Kolkata,1,72,48,0,0
Single Vision,Shipped,Kolkata,1,69,24,0,0
Bifocal,QC,Bangalore,0,8,48,2,1
Progressive,Order Placed,Mumbai,0,27,72,0,1
Progressive,Packed,Delhi,0,91,72,1,1
Single Vision,Prescription Verified,Kolkata,0,17,24,0,0
Progressive,QC,Durgapur,1,77,72,3,1
Bifocal,Lens Allocated,Bangalore,0,37,48,0,1
Single Vision,Lens Allocated,Kolkata,1,55,24,3,1
Progressive,Shipped,Bangalore,1,58,72,0,0
Bifocal,Order Placed,Kolkata,0,44,48,2,1
Single Vision,Prescription Verified,Mumbai,1,88,24,2,1
Progressive,Prescription Verified,Mumbai,1,52,72,1,0
Bifocal,QC,Delhi,0,99,48,0,1
Single Vision,Prescription Verified,Delhi,1,13,24,3,0
Bifocal,Order Placed,Bangalore,1,13,48,1,0
Progressive,QC,Kolkata,0,84,72,0,1
Bifocal,Order Placed,Delhi,0,18,48,0,1
Single Vision,Lens Allocated,Durgapur,1,55,24,2,0
Bifocal,Prescription Verified,Mumbai,0,95,48,3,1
Progressive,Production,Kolkata,0,4,72,0,1
Single Vision,Prescription Verified,Durgapur,1,95,24,5,1
Single Vision,Shipped,Durgapur,0,89,24,0,1
Progressive,Lens Allocated,Mumbai,1,59,72,4,1
Single Vision,Order Placed,Durgapur,1,75,24,1,1
Bifocal,Shipped,Durgapur,0,59,48,5,1
Bifocal,Order Placed,Bangalore,1,86,48,3,1
Progressive,Lens Allocated,Bangalore,0,94,72,3,1
Single Vision,Packed,Durgapur,1,74,24,4,1
Single Vision,QC,Delhi,0,64,24,4,1
Single Vision,Shipped,Bangalore,0,6,24,3,1
Bifocal,Prescription Verified,Mumbai,0,24,48,3,0
Single Vision,Lens Allocated,Delhi,0,93,24,4,1
Bifocal,Production,Delhi,1,33,48,1,0
Progressive,Order Placed,Mumbai,0,100,72,4,1
Bifocal,Production,Bangalore,0,62,48,2,1
Progressive,Prescription Verified,Kolkata,1,38,72,3,0
Progressive,QC,Bangalore,1,83,72,0,1
Single Vision,Shipped,Mumbai,0,79,24,1,1
Progressive,Production,Bangalore,1,87,72,0,1
Single Vision,Production,Mumbai,0,10,24,0,1
Progressive,Production,Durgapur,0,21,72,0,1
Bifocal,QC,Delhi,0,11,48,0,1
Progressive,Production,Mumbai,1,41,72,1,0
Progressive,Shipped,Durgapur,0,58,72,5,1
Single Vision,Packed,Kolkata,0,8,24,1,0
Bifocal,Order Placed,Durgapur,1,24,48,1,0
Single Vision,Prescription Verified,Bangalore,0,40,24,3,1
Single Vision,Prescription Verified,Mumbai,0,37,24,3,1
Progressive,Lens Allocated,Delhi,1,35,72,3,0
Single Vision,Production,Durgapur,0,24,24,0,1
Progressive,Order Placed,Mumbai,0,81,72,0,1
Single Vision,Lens Allocated,Mumbai,1,75,24,2,1
Single Vision,Packed,Kolkata,0,83,24,0,1
Progressive,Production,Mumbai,0,20,72,0,1
Single Vision,Packed,Mumbai,1,28,24,2,0
Single Vision,Lens Allocated,Delhi,1,63,24,5,1
Bifocal,Shipped,Mumbai,1,42,48,0,0
Single Vision,Production,Kolkata,1,6,24,1,0
Single Vision,QC,Durgapur,0,91,24,3,1
Bifocal,Prescription Verified,Durgapur,0,46,48,4,1
Single Vision,Order Placed,Durgapur,1,5,24,2,0
Single Vision,Prescription Verified,Mumbai,1,43,24,0,0
Single Vision,Lens Allocated,Durgapur,1,57,24,4,1
Bifocal,QC,Bangalore,1,17,48,2,0
Single Vision,Shipped,Delhi,1,47,24,0,0
Single Vision,Production,Kolkata,0,2,24,5,1
Bifocal,Production,Delhi,0,44,48,0,1
Bifocal,Order Placed,Kolkata,0,4,48,4,1
Single Vision,Lens Allocated,Mumbai,0,19,24,0,1
Single Vision,Packed,Bangalore,0,20,24,5,1
Progressive,Shipped,Kolkata,1,49,72,3,1
Bifocal,Prescription Verified,Bangalore,0,38,48,5,1
Progressive,QC,Bangalore,0,44,72,4,1
Single Vision,Production,Delhi,1,43,24,1,1
Single Vision,QC,Delhi,1,99,24,0,1
Single Vision,Packed,Kolkata,0,79,24,0,1
Bifocal,Lens Allocated,Bangalore,1,18,48,5,1
Progressive,Shipped,Delhi,1,76,72,0,1
Single Vision,Packed,Mumbai,0,11,24,4,1
Progressive,Packed,Mumbai,0,91,72,5,1
Single Vision,Production,Durgapur,1,52,24,4,1
Single Vision,Order Placed,Mumbai,0,90,24,5,1
Single Vision,Shipped,Durgapur,1,58,24,0,1
Single Vision,QC,Kolkata,1,13,24,3,0
Single Vision,QC,Mumbai,0,3,24,5,1
Single Vision,Packed,Kolkata,0,98,24,3,1
Bifocal,Prescription Verified,Mumbai,1,23,48,5,0
Bifocal,Production,Durgapur,1,64,48,1,1
Progressive,Prescription Verified,Delhi,0,82,72,1,1
Progressive,Packed,Bangalore,1,54,72,3,0
Single Vision,Packed,Mumbai,1,61,24,2,0
Progressive,Packed,Bangalore,1,27,72,1,0
Progressive,Shipped,Kolkata,1,28,72,3,0
Single Vision,Prescription Verified,Bangalore,0,8,24,1,0
Single Vision,Order Placed,Durgapur,1,61,24,4,1
Single Vision,Packed,Kolkata,1,30,24,1,1
Bifocal,QC,Delhi,0,97,48,4,1
Single Vision,QC,Bangalore,1,94,24,4,1
Bifocal,Lens Allocated,Durgapur,0,83,48,5,1
Bifocal,QC,Kolkata,0,54,48,3,1
Progressive,QC,Mumbai,1,15,72,5,0
Progressive,Order Placed,Durgapur,0,51,72,2,1
Progressive,Lens Allocated,Mumbai,1,17,72,3,0
Bifocal,Order Placed,Mumbai,1,34,48,4,1
Bifocal,QC,Delhi,1,74,48,4,1
Progressive,Production,Delhi,1,59,72,5,1
Bifocal,QC,Delhi,1,70,48,4,1
Bifocal,Order Placed,Delhi,1,84,48,1,0
Single Vision,QC,Delhi,0,98,24,5,1
Single Vision,QC,Kolkata,1,5,24,1,0
Single Vision,Shipped,Mumbai,1,13,24,1,0
Bifocal,Shipped,Mumbai,1,37,48,5,0
Single Vision,QC,Kolkata,1,100,24,2,0
Single Vision,Packed,Durgapur,1,3,24,5,0
Bifocal,Lens Allocated,Bangalore,0,74,48,4,1
Bifocal,Prescription Verified,Kolkata,0,99,48,5,1
Single Vision,Prescription Verified,Kolkata,1,90,24,5,1
Bifocal,Prescription Verified,Durgapur,0,14,48,0,0
Single Vision,Lens Allocated,Durgapur,0,21,24,5,1
Single Vision,Shipped,Delhi,0,22,24,5,1
Single Vision,QC,Delhi,1,88,24,5,1
Progressive,Packed,Kolkata,0,89,72,1,0
Single Vision,Production,Kolkata,1,80,24,3,1
Progressive,Prescription Verified,Mumbai,0,56,72,1,1
Single Vision,Lens Allocated,Delhi,1,30,24,4,1
Bifocal,QC,Delhi,0,72,48,2,1
Bifocal,Prescription Verified,Bangalore,0,3,48,3,1
Bifocal,Packed,Kolkata,1,96,48,2,0
Progressive,Shipped,Bangalore,1,91,72,2,1
Single Vision,Shipped,Durgapur,1,21,24,1,0
Bifocal,Order Placed,Delhi,0,18,48,3,1
Bifocal,Prescription Verified,Durgapur,1,40,48,5,1
Single Vision,Order Placed,Delhi,1,23,24,0,1
Progressive,QC,Durgapur,1,19,72,2,0
Single Vision,Prescription Verified,Delhi,0,3,24,4,0
Single Vision,Prescription Verified,Kolkata,0,64,24,4,1
Bifocal,Packed,Delhi,0,44,48,2,1
Progressive,QC,Mumbai,0,56,72,0,1
Single Vision,QC,Kolkata,0,89,24,2,1
Single Vision,QC,Kolkata,0,91,24,3,1
Bifocal,Production,Bangalore,1,61,48,0,1
Bifocal,Production,Delhi,0,28,48,2,1
Bifocal,Order Placed,Delhi,0,62,48,4,1
Single Vision,Order Placed,Delhi,1,10,24,4,0
Progressive,Lens Allocated,Mumbai,1,38,72,4,0
Bifocal,Shipped,Bangalore,0,58,48,0,1
Single Vision,Order Placed,Delhi,0,20,24,4,1
Single Vision,Prescription Verified,Durgapur,1,53,24,0,0
Single Vision,Shipped,Durgapur,1,70,24,2,0
Bifocal,Order Placed,Kolkata,0,53,48,0,1
Bifocal,Prescription Verified,Mumbai,0,91,48,1,1
Progressive,Shipped,Kolkata,0,80,72,1,1
Progressive,Order Placed,Delhi,0,42,72,0,1
Single Vision,Order Placed,Mumbai,0,22,24,4,1
Bifocal,QC,Bangalore,1,32,48,2,0
Bifocal,Shipped,Kolkata,0,12,48,4,1
Bifocal,Lens Allocated,Bangalore,0,80,48,2,1
Bifocal,Shipped,Bangalore,1,34,48,5,0
Progressive,Order Placed,Durgapur,0,84,72,2,1
Progressive,Prescription Verified,Bangalore,1,88,72,0,1
Single Vision,Prescription Verified,Kolkata,1,74,24,3,1
Progressive,Shipped,Kolkata,0,65,72,1,1
Progressive,Order Placed,Durgapur,1,58,72,2,1
Single Vision,Packed,Durgapur,0,57,24,1,1
Bifocal,Lens Allocated,Durgapur,1,99,48,2,0
Bifocal,Prescription Verified,Delhi,0,95,48,5,1
Single Vision,Packed,Bangalore,1,43,24,3,1
Bifocal,Production,Mumbai,1,76,48,0,1
Bifocal,Production,Bangalore,1,24,48,4,0
Progressive,QC,Bangalore,0,56,72,3,1
Single Vision,Lens Allocated,Mumbai,1,17,24,1,0
Progressive,Lens Allocated,Bangalore,0,22,72,0,0
Progressive,Lens Allocated,Mumbai,0,36,72,3,1
Bifocal,QC,Bangalore,0,80,48,5,1
Bifocal,Shipped,Bangalore,1,56,48,1,0
Progressive,Prescription Verified,Mumbai,0,34,72,2,1
Progressive,Packed,Mumbai,1,37,72,0,0
Bifocal,Order Placed,Mumbai,0,86,48,1,1
Progressive,Lens Allocated,Delhi,1,96,72,0,1
Bifocal,Prescription Verified,Mumbai,0,74,48,0,1
Single Vision,Lens Allocated,Bangalore,1,25,24,5,1
Progressive,Shipped,Mumbai,0,17,72,3,1
Bifocal,QC,Delhi,1,71,48,0,1
Bifocal,Lens Allocated,Durgapur,0,84,48,0,1
Bifocal,Lens Allocated,Mumbai,1,11,48,5,0
Bifocal,Lens Allocated,Durgapur,0,63,48,3,1
Progressive,Order Placed,Bangalore,1,35,72,3,0
Progressive,Prescription Verified,Durgapur,1,72,72,0,1
Single Vision,Lens Allocated,Durgapur,0,100,24,0,1
Bifocal,Lens Allocated,Delhi,1,5,48,5,0
Progressive,QC,Delhi,1,75,72,0,1
Single Vision,Production,Bangalore,1,64,24,0,1
Progressive,Order Placed,Kolkata,1,52,72,3,0
Bifocal,Production,Mumbai,0,99,48,1,1
Bifocal,Shipped,Delhi,1,45,48,5,1
Progressive,QC,Durgapur,0,92,72,1,1
Bifocal,QC,Mumbai,0,79,48,1,1
Single Vision,Lens Allocated,Mumbai,0,78,24,0,1
Progressive,Order Placed,Durgapur,0,64,72,0,1
Bifocal,Lens Allocated,Kolkata,1,61,48,4,1
Single Vision,QC,Kolkata,0,10,24,4,1
Progressive,Packed,Delhi,1,35,72,5,0
Progressive,Shipped,Kolkata,1,75,72,5,1
Single Vision,Lens Allocated,Kolkata,1,27,24,2,1
Bifocal,Prescription Verified,Kolkata,1,28,48,4,0
Single Vision,Prescription Verified,Mumbai,0,65,24,4,0
Single Vision,QC,Durgapur,1,84,24,3,0
Single Vision,Production,Bangalore,0,92,24,1,1
Progressive,Production,Durgapur,1,36,72,1,0
Progressive,Prescription Verified,Delhi,0,60,72,1,1
Single Vision,Lens Allocated,Durgapur,1,71,24,3,1
Bifocal,Order Placed,Bangalore,0,43,48,2,0
Progressive,Shipped,Mumbai,0,11,72,5,1
Bifocal,Prescription Verified,Delhi,1,67,48,4,1
Single Vision,Shipped,Durgapur,1,24,24,5,0
Single Vision,Packed,Kolkata,1,88,24,3,1
Single Vision,Packed,Bangalore,0,18,24,2,1
Single Vision,Lens Allocated,Delhi,1,36,24,2,0
Bifocal,Shipped,Kolkata,1,3,48,2,0
Progressive,Production,Mumbai,1,71,72,4,1
Single Vision,Packed,Bangalore,0,62,24,5,0
Single Vision,Order Placed,Kolkata,1,50,24,2,0
Bifocal,Production,Bangalore,1,26,48,4,0
Bifocal,Prescription Verified,Delhi,0,76,48,1,1
Progressive,Shipped,Mumbai,1,11,72,4,0
Progressive,Shipped,Bangalore,0,17,72,0,1
Single Vision,Shipped,Durgapur,1,95,24,0,0
Single Vision,Prescription Verified,Bangalore,1,5,24,0,0
Progressive,Production,Durgapur,1,23,72,2,0
Bifocal,Order Placed,Kolkata,1,98,48,2,0
Bifocal,Order Placed,Mumbai,0,19,48,4,1
Progressive,Production,Kolkata,1,44,72,0,0
Single Vision,QC,Delhi,1,8,24,5,0
Progressive,Production,Durgapur,1,3,72,3,0
Single Vision,Packed,Durgapur,0,44,24,4,1
Progressive,Lens Allocated,Durgapur,0,88,72,4,1
Progressive,Order Placed,Bangalore,0,4,72,3,1
Single Vision,Packed,Mumbai,1,43,24,3,1
Single Vision,Order Placed,Durgapur,1,47,24,1,0
Progressive,Shipped,Delhi,1,95,72,2,1
Bifocal,Production,Durgapur,1,21,48,5,0
Progressive,Lens Allocated,Mumbai,1,8,72,4,0
Bifocal,QC,Delhi,1,21,48,0,1
Bifocal,QC,Durgapur,0,63,48,5,1
Progressive,Lens Allocated,Bangalore,1,51,72,4,0
Progressive,Production,Delhi,0,57,72,2,1
Bifocal,Lens Allocated,Kolkata,1,66,48,2,1
Single Vision,QC,Durgapur,0,49,24,3,1
Bifocal,Prescription Verified,Kolkata,0,37,48,3,1
Progressive,Packed,Durgapur,0,14,72,2,1
Single Vision,Packed,Mumbai,1,72,24,3,1
Single Vision,Shipped,Kolkata,1,19,24,3,0
Progressive,Packed,Mumbai,0,60,72,2,1
Bifocal,Packed,Delhi,0,79,48,0,1
Bifocal,QC,Mumbai,0,39,48,2,1
Progressive,Lens Allocated,Bangalore,1,34,72,0,0
Bifocal,Production,Mumbai,1,26,48,1,0
Progressive,Packed,Bangalore,0,63,72,5,1
Bifocal,QC,Bangalore,0,8,48,0,1
Progressive,Prescription Verified,Durgapur,0,5,72,3,1
Single Vision,Order Placed,Bangalore,0,34,24,0,1
Bifocal,Prescription Verified,Delhi,0,45,48,5,1
Progressive,Production,Delhi,0,83,72,5,1
Single Vision,QC,Durgapur,0,46,24,1,1
Progressive,Prescription Verified,Bangalore,1,79,72,2,0
Single Vision,Order Placed,Durgapur,1,19,24,5,1
Single Vision,Prescription Verified,Mumbai,0,52,24,1,0
Single Vision,QC,Durgapur,0,88,24,5,1
Bifocal,Lens Allocated,Delhi,1,23,48,0,0
Single Vision,Shipped,Delhi,1,65,24,0,0
Single Vision,Production,Kolkata,1,86,24,3,1
Progressive,Shipped,Mumbai,0,43,72,3,1
Progressive,QC,Durgapur,1,83,72,1,1
Bifocal,Production,Mumbai,1,87,48,5,1
Bifocal,Order Placed,Bangalore,0,90,48,1,1
Bifocal,Packed,Durgapur,1,73,48,3,0
Bifocal,Packed,Bangalore,0,100,48,4,1
Bifocal,Lens Allocated,Bangalore,0,7,48,2,0
Bifocal,Packed,Delhi,1,71,48,1,0
Single Vision,Packed,Mumbai,1,24,24,1,0
Progressive,Packed,Bangalore,1,20,72,3,0
Bifocal,Packed,Mumbai,1,84,48,2,0
Bifocal,QC,Delhi,1,17,48,5,0
Bifocal,Packed,Delhi,0,49,48,5,1
Bifocal,Prescription Verified,Mumbai,0,59,48,4,0
Bifocal,Prescription Verified,Mumbai,1,55,48,4,1
Single Vision,Packed,Mumbai,0,39,24,2,0
Bifocal,Shipped,Kolkata,0,12,48,4,1
Single Vision,QC,Durgapur,0,83,24,4,1
Single Vision,Shipped,Bangalore,0,97,24,3,1
Progressive,Prescription Verified,Bangalore,0,55,72,0,0
Single Vision,Lens Allocated,Mumbai,1,75,24,3,1
Progressive,Prescription Verified,Kolkata,1,31,72,3,0
Bifocal,Packed,Kolkata,1,79,48,4,1
Single Vision,Production,Durgapur,0,86,24,4,1
Bifocal,Shipped,Kolkata,1,40,48,2,0
Progressive,Shipped,Delhi,1,39,72,1,1
Bifocal,Packed,Durgapur,1,29,48,0,0
Single Vision,Production,Durgapur,0,90,24,3,1
Bifocal,Lens Allocated,Durgapur,0,12,48,3,1
Bifocal,Lens Allocated,Kolkata,1,94,48,3,1
Single Vision,QC,Durgapur,1,35,24,0,1
Single Vision,Prescription Verified,Mumbai,1,22,24,0,0
Bifocal,Order Placed,Delhi,0,16,48,3,1
Progressive,Production,Mumbai,1,72,72,0,1
Bifocal,Prescription Verified,Kolkata,1,31,48,5,0
Single Vision,Shipped,Kolkata,0,6,24,4,1
Progressive,Order Placed,Mumbai,1,3,72,3,0
Bifocal,QC,Mumbai,0,60,48,3,1
Progressive,Shipped,Mumbai,1,61,72,3,1
Bifocal,Shipped,Delhi,0,60,48,5,1
Single Vision,QC,Bangalore,0,95,24,0,1
Progressive,Lens Allocated,Mumbai,0,38,72,3,1
Single Vision,Order Placed,Durgapur,0,8,24,5,1
Progressive,QC,Mumbai,1,59,72,1,1
Bifocal,QC,Kolkata,0,74,48,5,1
Progressive,Packed,Bangalore,0,68,72,4,1
Single Vision,Packed,Delhi,0,44,24,1,1
Progressive,QC,Mumbai,1,54,72,2,1
Single Vision,Packed,Mumbai,1,91,24,4,1
Progressive,Production,Delhi,0,94,72,5,1
Single Vision,Production,Bangalore,0,95,24,0,1
Progressive,Lens Allocated,Bangalore,0,35,72,5,1
Single Vision,Packed,Kolkata,0,99,24,1,1
Bifocal,QC,Delhi,1,55,48,1,1
Bifocal,QC,Delhi,1,14,48,0,0
Bifocal,Packed,Mumbai,1,78,48,4,1
Single Vision,Prescription Verified,Bangalore,1,65,24,3,1
Progressive,Lens Allocated,Kolkata,0,25,72,3,1
Single Vision,Lens Allocated,Bangalore,0,47,24,3,1
Bifocal,Shipped,Mumbai,0,18,48,5,1
Bifocal,Order Placed,Bangalore,1,35,48,3,0
Single Vision,Production,Mumbai,0,56,24,2,1
Progressive,Shipped,Durgapur,1,49,72,0,0
Progressive,QC,Durgapur,0,88,72,2,1
Bifocal,Packed,Mumbai,0,58,48,1,1
Progressive,Prescription Verified,Delhi,1,1,72,5,0
Single Vision,Lens Allocated,Bangalore,1,20,24,0,1
Bifocal,Lens Allocated,Kolkata,1,33,48,5,0
Single Vision,Production,Durgapur,1,24,24,0,1
Bifocal,Shipped,Mumbai,0,14,48,4,1
Bifocal,Prescription Verified,Delhi,1,90,48,1,0
Progressive,QC,Bangalore,0,74,72,0,1
Single Vision,Prescription Verified,Kolkata,0,51,24,2,1
Bifocal,Order Placed,Kolkata,1,23,48,2,0
Single Vision,Production,Kolkata,0,10,24,0,0
Progressive,Prescription Verified,Mumbai,0,84,72,3,1
Bifocal,Order Placed,Kolkata,0,53,48,5,1
Bifocal,Shipped,Delhi,0,35,48,4,1
Single Vision,Shipped,Bangalore,0,33,24,3,1
Single Vision,QC,Bangalore,0,79,24,1,1
Single Vision,Production,Kolkata,0,98,24,0,1
Progressive,Shipped,Delhi,1,93,72,1,1
Progressive,QC,Kolkata,0,78,72,0,1
Bifocal,QC,Delhi,0,12,48,3,1
Progressive,Lens Allocated,Mumbai,1,73,72,1,1
Single Vision,Production,Kolkata,1,72,24,0,1
Progressive,Lens Allocated,Delhi,0,77,72,0,1
Progressive,QC,Delhi,0,74,72,2,0
Single Vision,Lens Allocated,Kolkata,1,9,24,1,0
Single Vision,QC,Mumbai,0,84,24,0,1
Bifocal,Prescription Verified,Delhi,1,1,48,2,0
Bifocal,Order Placed,Durgapur,0,51,48,5,1
Progressive,Lens Allocated,Kolkata,0,10,72,1,1
Progressive,Shipped,Bangalore,0,59,72,5,1
Progressive,Prescription Verified,Kolkata,0,21,72,4,1
Progressive,Shipped,Kolkata,1,55,72,5,0
Bifocal,Packed,Kolkata,1,80,48,0,0
Single Vision,Shipped,Bangalore,0,14,24,0,0
Bifocal,Prescription Verified,Delhi,0,60,48,1,0
Progressive,Production,Delhi,0,80,72,5,1
Single Vision,Packed,Bangalore,0,72,24,1,1
Single Vision,QC,Bangalore,0,81,24,1,1
Progressive,Production,Kolkata,1,1,72,0,0
Single Vision,QC,Delhi,0,44,24,5,1
Progressive,Production,Mumbai,0,94,72,1,1
Bifocal,Lens Allocated,Durgapur,1,40,48,3,1
Bifocal,QC,Mumbai,1,63,48,4,1
Bifocal,Prescription Verified,Delhi,1,68,48,5,1
Progressive,Prescription Verified,Durgapur,1,57,72,5,1
Single Vision,Lens Allocated,Durgapur,1,62,24,2,0
Single Vision,Packed,Kolkata,0,58,24,1,1
Bifocal,Order Placed,Durgapur,1,66,48,3,1
Single Vision,QC,Kolkata,1,68,24,2,1
Single Vision,Packed,Durgapur,0,72,24,2,1
Bifocal,Lens Allocated,Delhi,1,93,48,3,0
Single Vision,Packed,Bangalore,0,7,24,4,0
Progressive,Prescription Verified,Bangalore,1,90,72,2,1
Progressive,QC,Bangalore,1,50,72,5,1
Progressive,Shipped,Mumbai,1,10,72,2,0
Bifocal,Lens Allocated,Kolkata,1,61,48,2,1
Progressive,Lens Allocated,Kolkata,1,88,72,5,1
Progressive,Shipped,Bangalore,0,43,72,2,0
Single Vision,Order Placed,Bangalore,1,37,24,2,0
Bifocal,Lens Allocated,Bangalore,0,86,48,3,1
Single Vision,QC,Bangalore,1,90,24,0,1
Single Vision,Prescription Verified,Bangalore,0,74,24,5,1
Single Vision,Packed,Mumbai,0,1,24,2,0
Single Vision,Production,Bangalore,1,16,24,0,0
Bifocal,Lens Allocated,Durgapur,0,40,48,3,1
Single Vision,Lens Allocated,Durgapur,1,73,24,2,0
Bifocal,Shipped,Durgapur,1,17,48,2,0
Single Vision,Prescription Verified,Kolkata,1,44,24,1,0
Bifocal,Production,Bangalore,0,67,48,1,1
Single Vision,Prescription Verified,Kolkata,1,51,24,1,0
Bifocal,QC,Kolkata,0,83,48,5,1
Progressive,Prescription Verified,Bangalore,1,61,72,5,1
Progressive,Order Placed,Bangalore,1,74,72,0,1
Bifocal,Production,Kolkata,1,26,48,1,0
Progressive,Production,Bangalore,1,59,72,0,0
Single Vision,Production,Mumbai,1,19,24,1,1
Progressive,QC,Mumbai,0,76,72,0,1
Bifocal,Production,Durgapur,0,40,48,4,1
Progressive,QC,Durgapur,1,28,72,1,0
Single Vision,Shipped,Mumbai,0,99,24,4,1
Single Vision,Order Placed,Durgapur,1,19,24,0,0
Bifocal,Packed,Kolkata,0,54,48,3,1
Single Vision,Lens Allocated,Kolkata,1,34,24,5,1
Bifocal,Lens Allocated,Bangalore,0,67,48,2,1
Single Vision,Lens Allocated,Bangalore,1,31,24,3,1
Progressive,Lens Allocated,Mumbai,0,73,72,5,1
Progressive,Shipped,Durgapur,0,82,72,4,1
Progressive,Production,Mumbai,0,16,72,0,1
Single Vision,Lens Allocated,Delhi,1,97,24,0,0
Progressive,Packed,Bangalore,0,49,72,3,1
Progressive,Order Placed,Kolkata,0,46,72,2,1
Progressive,Lens Allocated,Bangalore,1,48,72,2,0
Progressive,Shipped,Durgapur,0,70,72,0,1
Progressive,Prescription Verified,Durgapur,1,9,72,0,0
Progressive,Prescription Verified,Mumbai,1,34,72,4,0
Single Vision,Order Placed,Delhi,1,77,24,5,0
Single Vision,Lens Allocated,Durgapur,1,80,24,0,0
Bifocal,Lens Allocated,Kolkata,0,97,48,5,1
Bifocal,Order Placed,Mumbai,1,48,48,1,0
Bifocal,QC,Mumbai,1,11,48,0,0
Single Vision,Packed,Delhi,0,45,24,5,1
Single Vision,Prescription Verified,Durgapur,1,87,24,5,1
Bifocal,Packed,Durgapur,0,26,48,1,0
Progressive,Lens Allocated,Bangalore,0,29,72,3,1
Single Vision,Packed,Durgapur,0,39,24,1,1
Progressive,Production,Kolkata,1,10,72,0,1
Single Vision,Prescription Verified,Delhi,0,90,24,5,1
Single Vision,Shipped,Mumbai,1,86,24,5,1
Single Vision,Shipped,Bangalore,0,78,24,2,1
Bifocal,Prescription Verified,Durgapur,0,79,48,0,1
Progressive,QC,Kolkata,1,18,72,0,1
Progressive,QC,Kolkata,1,17,72,0,0
Single Vision,Order Placed,Kolkata,1,61,24,0,0
Bifocal,Order Placed,Delhi,1,72,48,5,1
Single Vision,Order Placed,Mumbai,1,47,24,4,1
Progressive,Order Placed,Bangalore,1,80,72,0,1
Bifocal,Lens Allocated,Delhi,1,4,48,0,0
Single Vision,Packed,Durgapur,1,36,24,0,0
Single Vision,Shipped,Delhi,0,66,24,0,1
Progressive,Order Placed,Kolkata,0,16,72,0,1
Bifocal,Lens Allocated,Mumbai,1,4,48,2,0
Single Vision,QC,Kolkata,0,53,24,1,0
Progressive,Packed,Mumbai,0,17,72,3,1
Progressive,Shipped,Delhi,0,84,72,4,1
Progressive,Shipped,Delhi,0,59,72,3,1
Single Vision,Lens Allocated,Mumbai,0,9,24,4,1
Single Vision,Shipped,Kolkata,0,69,24,0,0
Single Vision,QC,Mumbai,0,46,24,2,1
Progressive,Shipped,Delhi,1,62,72,0,1
Bifocal,Order Placed,Durgapur,1,49,48,1,0
Single Vision,Lens Allocated,Durgapur,1,88,24,4,1
Progressive,Shipped,Mumbai,1,96,72,2,1
Single Vision,Prescription Verified,Delhi,1,87,24,3,1
Progressive,Packed,Kolkata,1,43,72,3,0
Bifocal,Shipped,Durgapur,0,6,48,5,1
Single Vision,QC,Durgapur,1,62,24,3,1
Single Vision,QC,Kolkata,1,49,24,2,1
Progressive,Production,Delhi,1,10,72,3,0
Bifocal,QC,Kolkata,1,31,48,3,0
Progressive,Shipped,Delhi,0,87,72,2,1
Bifocal,Packed,Durgapur,0,98,48,1,1
Bifocal,Lens Allocated,Durgapur,1,46,48,1,0
Single Vision,Production,Mumbai,0,61,24,1,1
Bifocal,Prescription Verified,Kolkata,0,26,48,4,1
Progressive,Packed,Mumbai,1,1,72,2,0
Bifocal,QC,Delhi,1,97,48,5,1
Progressive,Order Placed,Durgapur,1,58,72,5,1
Progressive,QC,Bangalore,0,100,72,4,1
Single Vision,Prescription Verified,Mumbai,1,19,24,4,1
Progressive,Shipped,Bangalore,0,89,72,1,1
Single Vision,Packed,Mumbai,0,87,24,0,1
Progressive,Prescription Verified,Kolkata,0,64,72,0,1
Single Vision,Prescription Verified,Mumbai,1,9,24,5,0
Progressive,Lens Allocated,Durgapur,1,5,72,4,0
Bifocal,Prescription Verified,Delhi,1,5,48,5,0
Bifocal,QC,Bangalore,0,36,48,3,1
Single Vision,Packed,Kolkata,1,66,24,1,0
Progressive,Packed,Mumbai,0,73,72,1,0
Progressive,Lens Allocated,Durgapur,0,18,72,4,1
Progressive,Lens Allocated,Kolkata,1,58,72,3,1
Single Vision,Lens Allocated,Mumbai,0,50,24,5,1
Single Vision,Order Placed,Kolkata,0,71,24,2,1
Bifocal,Packed,Mumbai,0,66,48,3,0
Single Vision,Order Placed,Mumbai,0,95,24,1,1
Progressive,Prescription Verified,Mumbai,1,56,72,1,0
Single Vision,Shipped,Mumbai,1,56,24,2,0
Bifocal,Shipped,Bangalore,0,61,48,2,1
Progressive,Order Placed,Mumbai,1,83,72,4,1
Bifocal,Order Placed,Bangalore,0,26,48,3,1
Progressive,Packed,Kolkata,0,34,72,2,1
Progressive,Prescription Verified,Kolkata,1,52,72,0,0
Bifocal,Prescription Verified,Delhi,1,22,48,5,0
